Kennziffer;Raumeinheit;Aggregat;Durchschnittsalter der Bevölkerung;Siedlungsdichte in km²;Studierende je 100 Einwohner 18 bis 25 Jahre;Gesamtwanderungssaldo;Haushalte mit hohem Einkommen;Erreichbarkeit von Oberzentren;Bevölkerung gesamt
"031540019";"Schöningen. Stadt";"verbandsfreie Gemeinde";"47.31";"1643.37";"0.00";"7.55";"16.93";"38.43";"11385"
"031540028";"Helmstedt. Stadt";"verbandsfreie Gemeinde";"46.21";"0.00";"0.00";"6.52";"20.05";"27.20";"25464"
"031545401";"Grasleben";"Gemeindeverband";"45.87";"833.15";"0.00";"4.89";"24.86";"23.74";"4500"
"031545402";"Heeseberg";"Gemeindeverband";"45.83";"680.00";"0.00";"0.25";"19.83";"38.35";"3927"
"031545403";"Nord-Elm";"Gemeindeverband";"46.96";"860.15";"0.00";"-2.66";"19.75";"30.33";"5639"
"031545404";"Velpke";"Gemeindeverband";"44.44";"1070.49";"0.00";"9.27";"27.18";"16.97";"12304"
"031549501";"Brunsleberfeld. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"31.55";"0"
"031549502";"Helmstedt. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"30.98";"0"
"031549503";"Königslutter. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"25.57";"0"
"031549504";"Mariental. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"25.16";"0"
"031549506";"Schöningen. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"37.02";"0"
"031550001";"Bad Gandersheim. Stadt";"verbandsfreie Gemeinde";"46.39";"897.81";"0.00";"7.14";"19.34";"36.89";"9946"
"031550002";"Bodenfelde. Flecken";"verbandsfreie Gemeinde";"47.01";"899.13";"0.00";"-13.00";"20.26";"42.98";"3232"
"031550003";"Dassel. Stadt";"verbandsfreie Gemeinde";"46.78";"797.09";"0.00";"-4.55";"16.48";"48.47";"9884"
"031550005";"Hardegsen. Stadt";"verbandsfreie Gemeinde";"45.66";"826.42";"0.00";"-1.41";"18.86";"19.59";"7817"
"031550006";"Kalefeld";"verbandsfreie Gemeinde";"45.95";"713.61";"0.00";"-1.21";"21.21";"26.00";"6585"
"031550007";"Katlenburg-Lindau";"verbandsfreie Gemeinde";"44.45";"856.33";"0.00";"-3.18";"24.33";"32.95";"7225"
"031550009";"Moringen. Stadt";"verbandsfreie Gemeinde";"44.06";"769.32";"0.00";"-5.11";"19.50";"21.09";"7045"
"031550010";"Nörten-Hardenberg. Flecken";"verbandsfreie Gemeinde";"45.25";"1034.13";"0.00";"-1.23";"24.14";"13.40";"8102"
"031550011";"Northeim. Stadt";"verbandsfreie Gemeinde";"45.99";"1207.92";"0.00";"5.54";"18.56";"23.46";"28865"
"031550012";"Uslar. Stadt";"verbandsfreie Gemeinde";"47.68";"922.51";"0.00";"1.60";"19.29";"34.88";"14369"
"031550013";"Einbeck. Stadt";"verbandsfreie Gemeinde";"46.46";"978.46";"0.00";"1.68";"19.78";"35.23";"31591"
"031559501";"Solling (Landkreis Northeim). gemfr Geb";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"44.61";"0"
"031570001";"Edemissen";"verbandsfreie Gemeinde";"44.09";"947.13";"0.00";"2.85";"21.56";"24.02";"12281"
"031570002";"Hohenhameln";"verbandsfreie Gemeinde";"44.04";"913.57";"0.00";"9.37";"23.39";"17.04";"9067"
"031570005";"Lengede";"verbandsfreie Gemeinde";"43.05";"1473.51";"0.00";"-4.27";"21.34";"7.92";"12650"
"031570006";"Peine. Stadt";"verbandsfreie Gemeinde";"43.93";"1683.36";"0.00";"4.30";"19.79";"21.86";"48377"
"031570007";"Vechelde";"verbandsfreie Gemeinde";"44.07";"1456.54";"0.00";"19.24";"24.96";"13.94";"16264"
"031570008";"Wendeburg";"verbandsfreie Gemeinde";"43.13";"1181.61";"0.00";"6.92";"22.18";"14.53";"10114"
"031570009";"Ilsede";"verbandsfreie Gemeinde";"45.08";"1535.62";"0.00";"3.08";"21.13";"19.26";"21394"
"031580006";"Cremlingen";"verbandsfreie Gemeinde";"44.49";"1196.43";"0.00";"8.92";"24.50";"10.36";"13000"
"031580037";"Wolfenbüttel. Stadt";"verbandsfreie Gemeinde";"45.51";"2598.91";"133.54";"6.22";"20.14";"15.09";"51569"
"031580039";"Schladen-Werla";"verbandsfreie Gemeinde";"46.70";"852.95";"0.00";"1.13";"21.93";"20.30";"8869"
"031585402";"Baddeckenstedt";"Gemeindeverband";"44.81";"960.57";"0.00";"-7.06";"20.86";"15.75";"10623"
"031585403";"Oderwald";"Gemeindeverband";"44.13";"842.52";"0.00";"-3.22";"18.65";"19.21";"6829"
"031585406";"Sickte";"Gemeindeverband";"44.84";"1289.70";"0.00";"11.53";"23.87";"15.88";"10409"
"031585407";"Elm-Asse";"Gemeindeverband";"44.78";"986.61";"0.00";"0.38";"18.87";"27.09";"18601"
"031589501";"Am Großen Rhode. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"24.35";"0"
"031589502";"Barnstorf-Warle. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"31.03";"0"
"031589503";"Voigtsdahlum. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"35.03";"0"
"031590001";"Adelebsen. Flecken";"verbandsfreie Gemeinde";"45.53";"921.85";"0.00";"-1.07";"20.29";"19.65";"6513"
"031590002";"Bad Grund (Harz)";"verbandsfreie Gemeinde";"47.82";"1052.10";"0.00";"-3.66";"18.44";"39.25";"8749"
"031590003";"Bad Lauterberg im Harz. Stadt";"verbandsfreie Gemeinde";"49.10";"1186.50";"0.00";"-1.31";"19.29";"45.52";"10671"
"031590004";"Bad Sachsa. Stadt";"verbandsfreie Gemeinde";"49.94";"1320.85";"0.00";"-5.01";"19.41";"51.65";"7392"
"031590007";"Bovenden. Flecken";"verbandsfreie Gemeinde";"45.06";"1331.50";"0.00";"11.84";"22.96";"7.47";"13255"
"031590010";"Duderstadt. Stadt";"verbandsfreie Gemeinde";"44.92";"1223.49";"0.00";"-2.59";"18.17";"29.91";"20860"
"031590013";"Friedland";"verbandsfreie Gemeinde";"43.08";"1331.35";"0.00";"53.07";"19.47";"14.51";"8008"
"031590015";"Gleichen";"verbandsfreie Gemeinde";"44.36";"839.85";"0.00";"-3.22";"22.07";"13.27";"9010"
"031590016";"Göttingen. Stadt";"verbandsfreie Gemeinde";"41.07";"2960.18";"223.28";"2.80";"14.45";"0.00";"116891"
"031590017";"Hann Münden. Stadt";"verbandsfreie Gemeinde";"45.55";"1328.70";"0.00";"4.27";"19.08";"22.14";"23668"
"031590019";"Herzberg am Harz. Stadt";"verbandsfreie Gemeinde";"47.11";"987.96";"0.00";"3.35";"19.64";"35.60";"13140"
"031590026";"Osterode am Harz. Stadt";"verbandsfreie Gemeinde";"47.42";"1168.79";"0.00";"-2.29";"19.66";"42.31";"22317"
"031590029";"Rosdorf";"verbandsfreie Gemeinde";"43.43";"1157.68";"0.00";"7.07";"19.63";"8.63";"11736"
"031590034";"Staufenberg";"verbandsfreie Gemeinde";"46.28";"799.90";"0.00";"9.36";"21.48";"13.34";"7910"
"031590036";"Walkenried";"verbandsfreie Gemeinde";"49.52";"1037.27";"0.00";"1.93";"17.81";"56.67";"4656"
"031595401";"Dransfeld";"Gemeindeverband";"45.08";"851.14";"0.00";"-1.83";"23.06";"16.69";"9287"
"031595402";"Gieboldehausen";"Gemeindeverband";"44.19";"953.70";"0.00";"-2.96";"19.62";"26.12";"13863"
"031595403";"Hattorf am Harz";"Gemeindeverband";"46.94";"860.35";"0.00";"-3.90";"20.95";"34.73";"7442"
"031595404";"Radolfshausen";"Gemeindeverband";"44.57";"861.36";"0.00";"-8.55";"20.73";"18.51";"7248"
"031599501";"Harz (Landkreis Göttingen). gemfr Geb";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"46.02";"0"
"032410001";"Hannover. Landeshauptstadt";"verbandsfreie Gemeinde";"42.24";"3774.89";"95.39";"8.00";"14.66";"0.00";"518386"
"032410002";"Barsinghausen. Stadt";"verbandsfreie Gemeinde";"45.91";"1824.74";"0.00";"8.91";"19.52";"24.86";"33231"
"032410003";"Burgdorf. Stadt";"verbandsfreie Gemeinde";"45.01";"1579.17";"0.00";"13.20";"22.21";"21.05";"29397"
"032410004";"Burgwedel. Stadt";"verbandsfreie Gemeinde";"45.33";"1048.57";"0.00";"-0.74";"28.72";"20.40";"20239"
"032410005";"Garbsen. Stadt";"verbandsfreie Gemeinde";"44.79";"2671.33";"0.00";"6.76";"20.12";"11.38";"59912"
"032410006";"Gehrden. Stadt";"verbandsfreie Gemeinde";"45.41";"2064.67";"0.00";"7.07";"26.55";"14.82";"14418"
"032410007";"Hemmingen. Stadt";"verbandsfreie Gemeinde";"45.74";"2512.92";"0.00";"3.90";"30.12";"8.88";"18485"
"032410008";"Isernhagen";"verbandsfreie Gemeinde";"45.59";"1605.42";"0.00";"6.97";"44.58";"13.32";"23090"
"032410009";"Laatzen. Stadt";"verbandsfreie Gemeinde";"45.44";"2884.25";"0.00";"9.46";"21.30";"16.91";"39526"
"032410010";"Langenhagen. Stadt";"verbandsfreie Gemeinde";"43.67";"1759.75";"0.00";"7.04";"19.48";"10.01";"51847"
"032410011";"Lehrte. Stadt";"verbandsfreie Gemeinde";"43.66";"1589.82";"0.00";"10.80";"19.25";"20.33";"43048"
"032410012";"Neustadt am Rübenberge. Stadt";"verbandsfreie Gemeinde";"44.28";"1074.71";"0.00";"3.57";"20.93";"24.36";"43378"
"032410013";"Pattensen. Stadt";"verbandsfreie Gemeinde";"45.24";"1623.26";"0.00";"10.14";"26.00";"16.02";"13908"
"032410014";"Ronnenberg. Stadt";"verbandsfreie Gemeinde";"43.97";"2561.24";"0.00";"11.85";"21.14";"10.61";"23539"
"032410015";"Seelze. Stadt";"verbandsfreie Gemeinde";"43.87";"2525.28";"0.00";"8.18";"18.21";"15.68";"32397"
"032410016";"Sehnde. Stadt";"verbandsfreie Gemeinde";"42.93";"1371.96";"0.00";"10.05";"22.75";"22.68";"23181"
"032410017";"Springe. Stadt";"verbandsfreie Gemeinde";"46.41";"1417.67";"0.00";"3.42";"23.18";"26.17";"28336"
"032410018";"Uetze";"verbandsfreie Gemeinde";"43.41";"1137.54";"0.00";"7.59";"20.02";"27.55";"19894"
"032410019";"Wedemark";"verbandsfreie Gemeinde";"44.48";"1161.10";"0.00";"8.38";"29.59";"19.74";"28745"
"032410020";"Wennigsen (Deister)";"verbandsfreie Gemeinde";"45.60";"1895.17";"0.00";"6.24";"26.03";"18.64";"13933"
"032410021";"Wunstorf. Stadt";"verbandsfreie Gemeinde";"44.09";"1595.92";"0.00";"3.15";"22.22";"20.64";"40636"
"032510007";"Bassum. Stadt";"verbandsfreie Gemeinde";"44.64";"763.56";"0.00";"9.21";"21.09";"35.26";"15529"
"032510012";"Diepholz. Stadt";"verbandsfreie Gemeinde";"43.61";"986.33";"15.62";"-2.32";"18.57";"46.53";"15914"
"032510037";"Stuhr";"verbandsfreie Gemeinde";"44.91";"1492.58";"0.00";"1.17";"33.25";"11.99";"32556"
"032510040";"Sulingen. Stadt";"verbandsfreie Gemeinde";"44.40";"865.33";"0.00";"7.56";"17.94";"58.17";"12568"
"032510041";"Syke. Stadt";"verbandsfreie Gemeinde";"44.17";"1168.73";"0.00";"4.69";"24.10";"27.71";"23666"
"032510042";"Twistringen. Stadt";"verbandsfreie Gemeinde";"42.67";"922.97";"0.00";"2.06";"18.86";"43.23";"12151"
"032510044";"Wagenfeld";"verbandsfreie Gemeinde";"44.70";"554.25";"0.00";"14.16";"22.15";"53.66";"6848"
"032510047";"Weyhe";"verbandsfreie Gemeinde";"44.50";"1888.31";"0.00";"1.80";"28.51";"19.24";"30047"
"032515401";"Altes Amt Lemförde";"Gemeindeverband";"44.58";"658.10";"0.00";"1.38";"20.34";"37.19";"7969"
"032515402";"Barnstorf";"Gemeindeverband";"44.07";"597.58";"0.00";"7.07";"18.21";"55.89";"11737"
"032515403";"Bruchhausen-Vilsen";"Gemeindeverband";"44.43";"695.07";"0.00";"10.49";"18.57";"41.05";"16779"
"032515404";"Kirchdorf";"Gemeindeverband";"45.60";"443.64";"0.00";"9.96";"19.54";"66.04";"7130"
"032515405";"Rehden";"Gemeindeverband";"43.49";"450.26";"0.00";"-2.85";"19.06";"56.23";"5622"
"032515406";"Schwaförden";"Gemeindeverband";"44.35";"487.78";"0.00";"0.29";"17.36";"48.85";"6898"
"032515407";"Siedenburg";"Gemeindeverband";"44.57";"459.00";"0.00";"-9.91";"17.60";"59.18";"4541"
"032520001";"Aerzen. Flecken";"verbandsfreie Gemeinde";"45.76";"903.57";"0.00";"-6.59";"18.88";"56.37";"10617"
"032520002";"Bad Münder am Deister. Stadt";"verbandsfreie Gemeinde";"46.36";"1123.00";"0.00";"1.73";"22.48";"32.09";"17325"
"032520003";"Bad Pyrmont. Stadt";"verbandsfreie Gemeinde";"49.32";"1617.74";"0.00";"7.30";"20.14";"56.62";"18909"
"032520004";"Coppenbrügge. Flecken";"verbandsfreie Gemeinde";"45.98";"772.77";"0.00";"0.69";"22.77";"36.31";"7232"
"032520005";"Emmerthal";"verbandsfreie Gemeinde";"45.70";"826.25";"0.00";"-2.91";"21.02";"49.12";"9970"
"032520006";"Hameln. Stadt";"verbandsfreie Gemeinde";"45.48";"2115.85";"10.90";"5.69";"18.31";"44.62";"56260"
"032520007";"Hessisch Oldendorf. Stadt";"verbandsfreie Gemeinde";"45.10";"1083.48";"0.00";"-2.15";"18.23";"38.79";"18114"
"032520008";"Salzhemmendorf. Flecken";"verbandsfreie Gemeinde";"46.26";"867.89";"0.00";"-6.65";"18.15";"31.20";"9328"
"032540002";"Alfeld (Leine). Stadt";"verbandsfreie Gemeinde";"47.16";"1386.25";"0.00";"0.05";"21.16";"31.51";"18974"
"032540003";"Algermissen";"verbandsfreie Gemeinde";"43.70";"1470.92";"0.00";"-11.03";"27.25";"15.15";"7798"
"032540005";"Bad Salzdetfurth. Stadt";"verbandsfreie Gemeinde";"46.19";"1179.48";"0.00";"7.34";"25.62";"13.31";"13214"
"032540008";"Bockenem. Stadt";"verbandsfreie Gemeinde";"46.49";"831.14";"0.00";"-7.75";"18.68";"19.23";"9801"
"032540011";"Diekholzen";"verbandsfreie Gemeinde";"45.86";"1689.38";"0.00";"-3.05";"34.00";"11.30";"6550"
"032540014";"Elze. Stadt";"verbandsfreie Gemeinde";"45.81";"1194.74";"0.00";"2.49";"24.38";"20.02";"8838"
"032540017";"Giesen";"verbandsfreie Gemeinde";"43.11";"1634.00";"0.00";"-0.10";"24.30";"10.61";"9678"
"032540020";"Harsum";"verbandsfreie Gemeinde";"43.59";"1546.41";"0.00";"-4.60";"23.42";"8.93";"11533"
"032540021";"Hildesheim. Stadt";"verbandsfreie Gemeinde";"43.89";"2755.75";"105.20";"5.42";"16.66";"0.00";"99390"
"032540022";"Holle";"verbandsfreie Gemeinde";"44.78";"889.66";"0.00";"-5.33";"27.56";"14.17";"7131"
"032540026";"Nordstemmen";"verbandsfreie Gemeinde";"44.99";"1221.67";"0.00";"-3.90";"21.87";"14.96";"12042"
"032540028";"Sarstedt. Stadt";"verbandsfreie Gemeinde";"44.16";"1965.41";"0.00";"14.62";"21.42";"15.54";"18541"
"032540029";"Schellerten";"verbandsfreie Gemeinde";"44.93";"1019.70";"0.00";"-8.32";"24.53";"12.81";"8057"
"032540032";"Söhlde";"verbandsfreie Gemeinde";"44.74";"1070.72";"0.00";"6.38";"23.70";"10.29";"7839"
"032540042";"Freden (Leine)";"verbandsfreie Gemeinde";"47.01";"845.12";"0.00";"1.25";"17.33";"40.75";"4792"
"032540044";"Lamspringe";"verbandsfreie Gemeinde";"46.41";"787.55";"0.00";"-10.86";"21.25";"29.93";"5707"
"032540045";"Sibbesse";"verbandsfreie Gemeinde";"45.47";"835.52";"0.00";"0.66";"23.59";"16.78";"6066"
"032545406";"Leinebergland";"Gemeindeverband";"46.27";"949.82";"0.00";"-2.32";"20.61";"26.59";"18568"
"032550008";"Delligsen. Flecken";"verbandsfreie Gemeinde";"47.17";"1239.72";"0.00";"-3.77";"23.75";"41.87";"7958"
"032550023";"Holzminden. Stadt";"verbandsfreie Gemeinde";"45.11";"1504.40";"69.55";"5.12";"20.05";"60.44";"20107"
"032555401";"Bevern";"Gemeindeverband";"46.09";"869.10";"0.00";"-2.00";"19.85";"60.80";"6006"
"032555403";"Boffzen";"Gemeindeverband";"46.60";"1087.26";"0.00";"7.10";"19.69";"54.60";"6905"
"032555408";"Bodenwerder-Polle";"Gemeindeverband";"47.00";"721.32";"0.00";"-0.07";"19.63";"55.95";"15171"
"032555409";"Eschershausen-Stadtoldendorf";"Gemeindeverband";"46.28";"909.65";"0.00";"-3.18";"19.27";"53.04";"15730"
"032559501";"Boffzen. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"60.31";"0"
"032559502";"Eimen. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"46.60";"0"
"032559503";"Eschershausen. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"47.86";"0"
"032559504";"Grünenplan. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"45.23";"0"
"032559505";"Holzminden. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"60.82";"0"
"032559506";"Merxhausen. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"67.95";"0"
"032559508";"Wenzen. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"49.46";"0"
"032560022";"Nienburg (Weser). Stadt";"verbandsfreie Gemeinde";"44.18";"1722.75";"0.00";"6.49";"19.24";"44.20";"30677"
"032560025";"Rehburg-Loccum. Stadt";"verbandsfreie Gemeinde";"45.23";"800.86";"0.00";"6.90";"19.34";"40.68";"10144"
"032560030";"Steyerberg. Flecken";"verbandsfreie Gemeinde";"45.31";"532.32";"0.00";"-2.31";"18.82";"64.69";"5200"
"032565402";"Heemsen";"Gemeindeverband";"42.38";"752.97";"0.00";"0.83";"18.56";"51.02";"6038"
"032565405";"Liebenau";"Gemeindeverband";"44.34";"751.43";"0.00";"5.82";"16.68";"54.09";"5837"
"032565406";"Marklohe";"Gemeindeverband";"44.29";"689.97";"0.00";"0.47";"21.08";"51.79";"8425"
"032565407";"Steimbke";"Gemeindeverband";"44.10";"507.68";"0.00";"-25.23";"23.21";"42.52";"7173"
"032565408";"Uchte";"Gemeindeverband";"44.55";"474.37";"0.00";"-2.60";"19.47";"61.07";"13836"
"032565409";"Grafschaft Hoya";"Gemeindeverband";"44.53";"699.75";"0.00";"-1.80";"19.52";"50.30";"16704"
"032565410";"Mittelweser";"Gemeindeverband";"43.86";"730.89";"0.00";"2.28";"19.37";"50.24";"15814"
"032570003";"Auetal";"verbandsfreie Gemeinde";"44.82";"820.34";"0.00";"-4.27";"21.85";"30.54";"6327"
"032570009";"Bückeburg. Stadt";"verbandsfreie Gemeinde";"45.40";"1303.36";"0.00";"3.70";"19.07";"42.05";"18930"
"032570028";"Obernkirchen. Stadt";"verbandsfreie Gemeinde";"46.24";"1338.42";"0.00";"-1.29";"19.02";"41.94";"9295"
"032570031";"Rinteln. Stadt";"verbandsfreie Gemeinde";"45.74";"1236.17";"0.00";"1.39";"18.75";"41.42";"25228"
"032570035";"Stadthagen. Stadt";"verbandsfreie Gemeinde";"45.65";"1657.78";"0.00";"6.53";"20.25";"36.33";"21594"
"032575401";"Eilsen";"Gemeindeverband";"47.47";"1437.08";"0.00";"16.46";"18.02";"38.76";"6682"
"032575402";"Lindhorst";"Gemeindeverband";"44.75";"1414.55";"0.00";"-3.60";"20.59";"30.59";"7788"
"032575403";"Nenndorf";"Gemeindeverband";"48.03";"1761.17";"0.00";"13.29";"24.65";"24.43";"16634"
"032575404";"Niedernwöhren";"Gemeindeverband";"44.85";"930.98";"0.00";"-4.04";"20.21";"41.41";"8177"
"032575405";"Nienstädt";"Gemeindeverband";"44.00";"1311.02";"0.00";"-1.87";"19.91";"42.73";"10180"
"032575406";"Rodenberg";"Gemeindeverband";"44.78";"1225.20";"0.00";"2.40";"23.22";"26.80";"15448"
"032575407";"Sachsenhagen";"Gemeindeverband";"45.45";"1066.70";"0.00";"1.82";"20.35";"34.14";"9316"
"033510004";"Bergen. Stadt";"verbandsfreie Gemeinde";"43.29";"842.59";"0.00";"7.22";"17.64";"28.72";"12737"
"033510006";"Celle. Stadt";"verbandsfreie Gemeinde";"44.79";"1605.75";"0.00";"2.93";"17.94";"0.00";"68508"
"033510010";"Faßberg";"verbandsfreie Gemeinde";"45.19";"440.50";"0.00";"-0.81";"17.28";"51.86";"6149"
"033510012";"Hambühren";"verbandsfreie Gemeinde";"43.85";"1281.70";"0.00";"8.88";"22.51";"10.13";"10021"
"033510023";"Wietze";"verbandsfreie Gemeinde";"44.96";"889.75";"0.00";"-1.88";"20.06";"22.92";"7991"
"033510024";"Winsen (Aller)";"verbandsfreie Gemeinde";"45.41";"856.10";"0.00";"8.06";"17.67";"22.54";"12774"
"033510025";"Eschede";"verbandsfreie Gemeinde";"44.25";"511.34";"0.00";"-3.14";"18.64";"21.26";"6054"
"033510026";"Südheide";"verbandsfreie Gemeinde";"46.22";"683.57";"9.87";"-2.86";"20.92";"38.02";"11547"
"033515402";"Flotwedel";"Gemeindeverband";"44.04";"877.99";"0.00";"2.91";"22.30";"21.61";"11339"
"033515403";"Lachendorf";"Gemeindeverband";"42.92";"771.97";"0.00";"0.24";"19.74";"24.67";"12391"
"033515404";"Wathlingen";"Gemeindeverband";"42.92";"1228.61";"0.00";"8.98";"22.08";"15.10";"15264"
"033519501";"Lohheide. gemfr Bezirk";"gemeindefreies Gebiet";"45.20";"103.26";"0.00";"-23.17";"17.89";"33.41";"777"
"033520011";"Cuxhaven. Stadt";"verbandsfreie Gemeinde";"47.73";"1408.09";"0.00";"1.55";"18.32";"28.27";"48325"
"033520032";"Loxstedt";"verbandsfreie Gemeinde";"44.73";"929.40";"0.00";"1.07";"23.07";"11.94";"15827"
"033520050";"Schiffdorf";"verbandsfreie Gemeinde";"45.29";"950.57";"0.00";"1.46";"28.03";"10.33";"13733"
"033520059";"Beverstedt";"verbandsfreie Gemeinde";"44.44";"671.47";"0.00";"-3.93";"21.96";"22.22";"13502"
"033520060";"Hagen im Bremischen";"verbandsfreie Gemeinde";"43.93";"553.36";"0.00";"1.37";"23.44";"20.56";"10960"
"033520061";"Wurster Nordseeküste";"verbandsfreie Gemeinde";"43.67";"779.84";"0.00";"2.08";"18.43";"27.85";"16799"
"033520062";"Geestland. Stadt";"verbandsfreie Gemeinde";"45.59";"801.24";"0.00";"4.54";"22.40";"11.36";"30411"
"033525404";"Börde Lamstedt";"Gemeindeverband";"44.02";"429.62";"0.00";"2.65";"19.98";"43.19";"6028"
"033525407";"Hemmoor";"Gemeindeverband";"44.07";"901.23";"0.00";"6.07";"18.85";"52.70";"13997"
"033525411";"Land Hadeln";"Gemeindeverband";"45.12";"728.95";"0.00";"-1.00";"18.38";"40.09";"27025"
"033530005";"Buchholz in der Nordheide. Stadt";"verbandsfreie Gemeinde";"44.16";"1600.70";"0.00";"14.44";"26.85";"30.05";"37876"
"033530026";"Neu Wulmstorf";"verbandsfreie Gemeinde";"43.13";"1808.00";"0.00";"15.80";"24.63";"32.23";"20384"
"033530029";"Rosengarten";"verbandsfreie Gemeinde";"44.47";"1165.86";"0.00";"11.38";"35.19";"24.46";"13176"
"033530031";"Seevetal";"verbandsfreie Gemeinde";"45.67";"1293.82";"0.00";"7.59";"29.63";"20.61";"40159"
"033530032";"Stelle";"verbandsfreie Gemeinde";"44.72";"1225.61";"0.00";"5.82";"26.71";"22.04";"10819"
"033530040";"Winsen (Luhe). Stadt";"verbandsfreie Gemeinde";"42.48";"1514.98";"0.00";"10.64";"19.81";"19.84";"33351"
"033535401";"Elbmarsch";"Gemeindeverband";"44.27";"1050.72";"0.00";"4.14";"26.78";"23.97";"12085"
"033535402";"Hanstedt";"Gemeindeverband";"45.08";"760.80";"0.00";"0.44";"26.69";"33.28";"13617"
"033535403";"Hollenstedt";"Gemeindeverband";"43.43";"797.10";"0.00";"11.85";"26.40";"33.48";"11058"
"033535404";"Jesteburg";"Gemeindeverband";"45.66";"1252.68";"0.00";"19.42";"40.31";"28.97";"10914"
"033535405";"Salzhausen";"Gemeindeverband";"43.73";"912.39";"0.00";"3.70";"25.84";"27.08";"14072"
"033535406";"Tostedt";"Gemeindeverband";"43.31";"978.47";"0.00";"12.30";"20.95";"39.74";"25360"
"033545403";"Gartow";"Gemeindeverband";"52.36";"352.10";"0.00";"15.82";"16.69";"89.90";"3667"
"033545406";"Elbtalaue";"Gemeindeverband";"47.47";"530.26";"0.00";"6.49";"18.01";"56.90";"20633"
"033545407";"Lüchow (Wendland)";"Gemeindeverband";"45.99";"508.73";"0.00";"-3.61";"18.40";"74.45";"24370"
"033549501";"Gartow. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"86.85";"0"
"033549502";"Göhrde. gemfr Gebiet";"gemeindefreies Gebiet";"0.00";"0.00";"0.00";;;"42.53";"0"
"033550001";"Adendorf";"verbandsfreie Gemeinde";"44.31";"1803.66";"0.00";"14.98";"24.97";"8.57";"10611"
"033550009";"Bleckede. Stadt";"verbandsfreie Gemeinde";"44.51";"777.90";"0.00";"6.00";"18.91";"29.33";"9505"
"033550022";"Lüneburg. Hansestadt";"verbandsfreie Gemeinde";"41.47";"2383.81";"121.29";"8.94";"17.67";"0.00";"71668"
"033550049";"Amt Neuhaus";"verbandsfreie Gemeinde";"47.50";"398.47";"0.00";"1.25";"12.83";"49.67";"4800"
"033555401";"Amelinghausen";"Gemeindeverband";"43.48";"662.96";"0.00";"7.64";"20.57";"28.66";"8249"
"033555402";"Bardowick";"Gemeindeverband";"42.18";"1037.41";"0.00";"9.62";"24.36";"15.32";"16947"
"033555403";"Dahlenburg";"Gemeindeverband";"44.57";"488.80";"0.00";"-0.83";"20.01";"33.42";"6035"
"033555404";"Gellersen";"Gemeindeverband";"43.01";"1531.05";"0.00";"4.89";"24.36";"14.19";"12888"
"033555405";"Ilmenau";"Gemeindeverband";"43.12";"1141.51";"0.00";"-1.53";"26.22";"15.41";"10482"
"033555406";"Ostheide";"Gemeindeverband";"41.71";"852.66";"0.00";"5.12";"21.64";"18.90";"10355"
"033555407";"Scharnebeck";"Gemeindeverband";"42.24";"873.32";"0.00";"8.49";"23.96";"18.62";"15187"
"033560002";"Grasberg";"verbandsfreie Gemeinde";"43.38";"943.61";"0.00";"10.97";"24.75";"29.40";"7654"
"033560005";"Lilienthal";"verbandsfreie Gemeinde";"45.60";"1504.88";"0.00";"7.92";"28.47";"21.21";"18304"
"033560007";"Osterholz-Scharmbeck. Stadt";"verbandsfreie Gemeinde";"43.81";"1261.33";"0.00";"0.53";"18.27";"24.48";"29942"
"033560008";"Ritterhude";"verbandsfreie Gemeinde";"45.00";"1685.68";"0.00";"4.56";"28.70";"17.98";"14464"
"033560009";"Schwanewede";"verbandsfreie Gemeinde";"44.62";"1106.67";"0.00";"4.75";"25.56";"21.70";"19574"
"033560011";"Worpswede";"verbandsfreie Gemeinde";"47.42";"760.43";"0.00";"5.57";"25.78";"30.88";"9157"
"033565401";"Hambergen";"Gemeindeverband";"44.25";"735.47";"0.00";"4.67";"18.30";"34.31";"11787"
